N,country,state,city,lat,lon,dist
53,Chile,,Santiago,-33.4377968,-70.6504451,9518.14035457917
1,Chile,,Temuco,-38.7362442,-72.5905979,9873.486128130326
2,Chile,,Valdivia,-39.8141965,-73.2458525,9934.708243548794
2,Chile,,Valparaiso,-33.0458456,-71.6196749,9427.928367212065
1,China,AL,Shenzhen,22.5445697,114.0545346,11117.261476692505
4,China,,Anhui,32.0,117.0,10147.158296521695
1,China,,Anshan,40.822222,122.8275,9084.283075794496
950,China,,Beijing,39.906217,116.3912757,9540.941337983553
14,China,,Changchun,43.8882168,125.3182578,8702.997346473621
10,China,,Changsha,28.1979483,112.97133,10720.094868791206
2,China,,Chao Yang District,23.2676436,116.5963975,10881.7568313565
34,China,,Chengdu,30.6624205,104.0633219,11041.101570057457
7,China,,Dalian,38.9181714,121.6282945,9304.694823849955
1,China,,Fujian,26.5450001,117.842778,10531.439163531682
3,China,,Gansu,38.0000001,101.9999999,10478.68261101045
16,China,,Guangdong,23.1357694,113.1982688,11126.99324213085
107,China,,Guangzhou,23.1301964,113.2592945,11123.310275323665
2,China,,Guilin,25.2777506,110.291804,11139.238425042153
6,China,,Guiyang,25.7561647,112.72964,10940.139247353296
1,China,,Haikou,20.0423626,110.3409936,11579.579297576207
2,China,,Hainan,19.2000001,109.5999999,11700.968676060149
2,China,,Handan,36.583333,114.483333,9926.497494623936
58,China,,Hangzhou,30.2489634,120.2052342,10075.584581965184
2,China,,Harbin,45.7656666,126.6160584,8488.688589148096
91,China,,Hefei,31.8228094,117.2218033,10147.212359802692
1,China,,Henan Province,34.0000001,113.9999999,10170.609147595693
4,China,,Hohhot,40.8337963,111.6730788,9728.309651296873
6,China,,Hong Kong,22.350627,114.1849161,11124.210218320386
17,China,,Hubei,31.15172525,112.87832224656,10478.155831960921
1,China,,Hunan,27.9995878,112.009538,10798.36639978955
16,China,,Jiangsu,33.0000001,119.9999999,9872.087784414376
1,China,,Jiangxi,28.0,116.0,10538.279039148227
1,China,,Jilin,42.9995032,125.9816054,8728.024164031916
6,China,,Jinan,36.6507007,117.1140042,9762.621005677218
2,China,,Kaifeng,34.7961106,114.3472038,10083.219742267556
11,China,,Kunming,25.0437977,102.714338,11625.554667803699
8,China,,Langfang,39.0481684,116.530659134763,9602.720633737343
79,China,,Lanzhou,36.0606904,103.8305691,10564.498804868514
1,China,,Lingang,29.0289189,117.3081853,10367.582392855276
1,China,,Linyi,37.1767104,116.8507744,9735.909312353235
7,China,,Nanchang,28.6792695,115.8885987,10490.168483476165
232,China,,Nanjing,32.0609736,118.7916458,10025.887668180378
4,China,,Nanning,22.8211654,108.3159756,11477.054061077613
2,China,,Nantong,31.9827896,120.8904588,9893.180620443154
58,China,,Qingdao,36.0634258,120.3785584,9606.117087023697
7,China,,Sanya,18.2534658,109.5034392,11787.47339266841
1,China,,Shaanxi,36.0,109.0,10292.001454271387
1,China,,Shaanxi Province,36.0,109.0,10292.001454271387
4,China,,Shandong,36.0000001,118.9999999,9698.194374277038
96,China,,Shanghai,31.2322735,121.4691749,9912.919111687219
1,China,,Shen Zhen,22.5445697,114.0545346,11117.261476692505
6,China,,Shenyang,41.8041094,123.4276363,8973.031661734762
50,China,,Shenzhen,22.5445697,114.0545346,11117.261476692505
2,China,,Shijiazhuang,38.04,114.47,9806.258366565986
4,China,,Sichuan,30.5000001,102.4999999,11141.91266095899
1,China,,Taipa,22.1573804,113.5601035,11183.190799613047
1,China,,Taiyuan,37.8561856,112.5561744,9931.944379918497
3,China,,Tianhe,23.12712,113.356424,11116.962438860839
15,China,,Tianjin,39.3032619,117.4163641,9529.76966423361
14,China,,Urumqi,43.8244074,87.6139038,10492.56079220862
10,China,,Weihai,37.5120997,122.1152599,9382.8682992317
181,China,,Wuhan,30.5951051,114.2999353,10435.260676112435
50,China,,Xi'an,34.3468421,108.9365887,10439.623502910885
5,China,,Xiamen,24.4586961,118.0745391,10682.425439715176
2,China,,Xiangtan,27.681864,112.626292,10785.566236457087
10,China,,Xining,36.6225321,101.7721957,10617.126222619687
3,China,,Xinjiang,41.7574769,87.167384230469,10717.965133152193
1,China,,Xishuangbanna,22.0356696,100.9021272,12004.556980440662
1,China,,Xuzhou,34.2665541,117.1809741,9951.786925382909
8,China,,Yangling,34.271725,108.0800183,10494.726248189296
1,China,,Yangzhou,32.3926973,119.4365759,9957.170393042932
2,China,,Yunnan,25.0,102.0,11671.015988677105
3,China,,Zhanjiang,21.081389,109.971389,11516.765857804137
6,China,,Zhengzhou,34.7591877,113.6524076,10128.225276076888
5,China,,Zhuhai,21.9745252,113.931350084859,11172.648754316922
23,Colombia,,Bogota,4.59808,-74.0760439,6109.238793502613
12,Colombia,,Medellin,6.2443382,-75.573553,5863.550268958578
1,Colombia,,Palmira,3.5308373,-76.2988048,6015.195651555941
1,Colombia,,Puerto Colombia,10.9891292,-74.955414,5564.088783898623
1,Colombia,,Villavicencio,4.1315113,-73.6206667,6181.424090493538
5,Costa Rica,,Heredia,10.17733225,-84.0590094272619,4889.323270239358
5,Costa Rica,,San Jose,9.9325427,-84.0795782,4906.852285207298
2,Cyprus,,Nicosia,35.18089155,33.3732585549737,11566.018331612495
2,Czech Republic,,Brno,49.1922443,16.6113382,9576.155956574596
30,Czech Republic,,Prague,50.0874654,14.4212535,9407.662376202174
1,Czech Republic,,Pruhonice,49.9952056,14.5648190305067,9421.8657422589
2,Côte D'ivoire,,Abidjan,5.4091179,-4.0422099,12073.294315107387
1,Côte D'ivoire,,Yamoussoukro,6.869145,-5.2823277,11862.942594147014
1,Denmark,,Aalborg,57.0482206,9.9193939,8602.043973936517
16,Denmark,,Aarhus,56.1496278,10.2134046,8693.042784249697
35,Denmark,,Copenhagen,55.6867243,12.5700724,8820.815886083567
1,Denmark,,Herlev,55.7248173,12.4377222,8812.583176882152
1,Denmark,,Hillerød,55.9285735,12.3063909,8789.27146919743
25,Denmark,,Lyngby,55.7718649,12.5051413,8810.70368738777
1,Ecuador,,Cuenca,-2.86616535,-79.1855137060336,6317.412287527433
1,Ecuador,,Loja,-3.996845,-79.2016661,6411.66919016692
9,Ecuador,,Quito,-0.2201641,-78.5123274,6146.834784356242
1,Egypt,,Assiut,27.2693562,31.2972204,12316.41565520347
1,Egypt,,Cairo,30.048819,31.243666,12028.49809060141
1,Egypt,,Helwan,29.8500001,31.333333,12052.17622732524
5,Estonia,,Tartu,58.3801207,26.72245,8984.943679729633
1,Ethiopia,,Addis Ababa,9.0107934,38.7612525,14484.51374364402
1,Ethiopia,,Bahir Dar,11.5947981,37.3879783,14164.669797925239
1,Ethiopia,,Jimma,8.051086,37.1326289641648,14521.545627215131
2,Ethiopia,,Mekelle,13.4966096,39.4767857,14039.057735389153
1,Fiji,,Suva,-18.1415884,178.4421662,8739.251060525969
2,Finland,,Aalto,60.1855185,24.8282140542567,8757.027870803333
4,Finland,,Espoo,60.2051454,24.6569676,8750.89900978606
3,Finland,,Eurajoki,61.2018184,21.7296943,8579.007756784209
28,Finland,,Helsinki,60.1674086,24.9425683,8761.61376449595
1,Finland,,Joensuu,62.6008163,29.7605356,8619.114131444978
1,Finland,,Masala,60.1574075,24.5319207,8752.621231430281
5,Finland,,Oulu,65.0118734,25.4716809,8287.64888744644
1,Finland,,Rovaniemi,66.4976214,25.7192101,8143.617032880068
1,Finland,,Sodankylä,67.4189716,26.5902179,8067.445942570144
4,Finland,,Turku,60.4517531,22.2670522,8666.481002086743
9,France,,Aix-en-Provence,43.5298424,5.4474738,9595.673159587166
1,France,,Antony,48.753554,2.2959423,8994.513302316765
8,France,,Arpajon,48.5902899,2.2477303,9005.816288717504
3,France,,Aubiere,45.7512575,3.1144195,9287.516410690381
1,France,,Auvergne-Rhône-Alpes,45.2968119,4.6604809,9403.765939339013
1,France,,Baie Mahault,16.2679458,-61.5870766,6365.12587759297
1,France,,Beaumont,50.0839627,2.6567465,8900.461827475354
1,France,,Besançon,47.2380222,6.0243622,9302.29829538208
2,France,,Bordeaux,44.841225,-0.5800364,9170.709211124036
1,France,,Bouguenais,47.1710167,-1.6531115,8925.077022530899
4,France,,Brest,48.3905283,-4.4860088,8679.40782397584
1,France,,Cachan,48.7945413,2.3340758,8992.934914853253
2,France,,Caen,49.1828008,-0.3690815,8828.12559146988
1,France,,Castanet Tolosan,43.517214,1.4980801,9391.23543979297
2,France,,Champs-sur-Marne,48.8526892,2.6027219,9001.048932188902
1,France,,Chateaubourg,48.1094489,-1.39365051206888,8863.054793054744
1,France,,Chatenay-Malabry,48.7696832,2.2251795,8989.732613879654
1,France,,Chatou,48.8897044,2.1573695,8976.423342879976
1,France,,Cherbourg-en-Cotentin,49.62727515,-1.60901502653337,8730.303327304167
10,France,,Clermont-Ferrand,45.7774551,3.0819427,9283.661522891653
2,France,,Créteil,48.7771486,2.4530731,9000.150437900125
1,France,,Douai,50.3703683,3.0761377,8896.086898429003
1,France,,Dunkerque,51.0347708,2.3772525,8807.955259661272
1,France,,Marne-la-Vallée,48.8497513,2.67159197239168,9004.614388619842
12,France,,Gif-Sur-Yvette,48.7018823,2.134529,8990.988849064921
30,France,,Grenoble,45.1875602,5.7357819,9466.378696568856
6,France,,Guyancourt,48.7709414,2.0706084,8982.118674001274
1,France,,La Ciotat,43.1758591,5.6062495,9634.404440383027
3,France,,La Rochelle,46.1591126,-1.1520434,9033.096517970818
2,France,,Le Grand Quevilly,49.4068986,1.0507926,8879.7474586368
7,France,,Lille,50.6365654,3.0635282,8873.132282485369
1,France,,Limoges,45.8354243,1.2644847,9185.997299311966
17,France,,Lyon,45.6963425,4.73594802991681,9373.191949145605
11,France,,Montpellier,43.6112422,3.8767337,9508.296719526765
2,France,,Marne-la-Vallée,48.8497513,2.67159197239168,9004.614388619842
4,France,,Marseille,43.2961743,5.3699525,9611.96518085954
1,France,,Massy,48.730158,2.2766735,8995.533973492462
9,France,,Meudon,48.8126688,2.2385432,8986.790304002285
1,France,,Mont-Saint-Aignan Cedex,49.4672976,1.0630469,8875.365933841102
3,France,,Nancy,48.6937223,6.1834097,9183.263662904972
6,France,,Nantes,47.2186371,-1.5541362,8926.424680119464
4,France,,Nice,43.7009358,7.2683912,9671.643346947038
1,France,,Nouvelle-Aquitaine,45.4039367,0.3756199,9175.355587418495
37,France,,Orléans,47.9027336,1.9086066,9046.560495044283
4,France,,Orsay,48.699184,2.187457,8993.7880243575
2,France,,Palaiseau,48.7144587,2.2453842,8995.326836441698
173,France,,Paris,48.8566101,2.3514992,8988.588116662944
7,France,,Pau,43.2957547,-0.3685668,9308.54615952011
1,France,,Perpignan,42.6990297,2.8344615,9531.150709826748
2,France,,Pessac,44.805615,-0.6308396,9170.88605338224
14,France,,Plouzané,48.3817165,-4.6212044,8672.921339978982
1,France,,Pointe à Pitre,16.2408636,-61.5334077,6371.550679588416
2,France,,Ramonville-Saint-Agne,43.5460533,1.4749101,9387.592628895958
12,France,,Rennes,48.1113387,-1.6800198,8848.162316932941
2,France,,Rouen,49.4404591,1.0939658,8879.08324963246
2,France,,Rueil-Malmaison,48.87778,2.1802832,8978.5291738848
15,France,,Saint Martin d'Hères,45.1836683,5.75448,9467.634780617534
2,France,,Saint-Denis,48.935773,2.3580232,8982.283751612158
3,France,,Saint-Germain-En-Laye,48.9356069,2.09177218201086,8969.414480357085
2,France,,Saint-Maur Des Fossés,48.8033057,2.4853015,8999.518611742289
1,France,,Saint-Égrève,45.2325079,5.681781,9459.827773783752
2,France,,Sophia-Antipolis,43.619776,7.0477082,9667.898537179033
17,France,,Strasbourg,48.584614,7.7507127,9264.069682008176
5,France,,Talence,44.8088438,-0.5879629,9172.92593604714
59,France,,Toulouse,43.6044622,1.4442469,9381.085092838117
17,France,,Valbonne,43.641141,7.0086255,9664.090360290165
2,France,,Vandoeuvre-les-Nancy,48.6599676,6.1724618,9185.692489781573
2,France,,Verneuil-en-Halatte,49.273664,2.5188916,8961.75174504421
1,France,,Versailles,48.8035403,2.1266886,8982.124731761269
1,France,,Villenave-d'Ornon,44.7737872,-0.5595029,9177.315516890141
6,France,,Villeneuve d'Ascq,50.6193174,3.1314002,8877.728373849517
13,France,,Villeurbanne,45.7733105,4.8869339,9374.023192157216
1,French Polynesia,,Faa'a,-17.5843066,-149.566528954947,6741.454951216501
7,Georgia,,Tbilisi,41.6934591,44.8014495,11125.2833106124
1,Germany,,Gehrden,52.313508,9.6008438,9012.24564818187
6,Germany,,Aachen,50.776351,6.083862,8998.142034969787
1,Germany,,Augsburg,48.3668041,10.8986971,9421.845579539511
1,Germany,,Bad Koetzting,49.1758229,12.8529347,9429.661693619571
12,Germany,,Bayreuth,49.9427202,11.5763079,9307.05228273729
22,Germany,,Berlin,52.5170365,13.3888599,9142.406790540796
13,Germany,,Bochum,51.4818111,7.2196635,8986.28238456105
10,Germany,,Bonn,50.735851,7.10066,9046.368438095851
5,Germany,,Braunschweig,52.2646577,10.5236066,9053.853785531282
25,Germany,,Bremen,53.0758196,8.8071646,8912.189788582213
13,Germany,,Bremerhaven,53.5522264,8.5865509,8861.110978726247
6,Germany,,Cologne,50.938361,6.959974,9022.540204752839
3,Germany,,Darmstadt,49.872775,8.651177,9189.82534746644
6,Germany,,Dresden,51.0493286,13.7381437,9291.646117704171
4,Germany,,Erlangen,49.5981187,11.003645,9314.61895064126
1,Germany,,Flintbek,54.2432092,10.0633244,8857.972648595965
11,Germany,,Frankfurt,50.1106444,8.6820917,9170.03703839597
4,Germany,,Freiberg,50.9169415,13.3428889,9288.522969840735
4,Germany,,Freiburg,47.9960901,7.8494005,9320.448925458195
4,Germany,,Garmisch-Partenkirchen,47.4938359,11.103992,9509.95309233246
4,Germany,,Geesthacht,53.4397121,10.3682538,8941.938128121248
2,Germany,,Goettingen,51.5327604,9.9352051,9095.806806062752
9,Germany,,Göttingen,51.5327604,9.9352051,9095.806806062752
4,Germany,,Halle,51.4825041,11.9705452,9182.492261021405
24,Germany,,Hamburg,53.550341,10.000654,8917.577954129707
16,Germany,,Hannover,52.3744779,9.7385532,9012.379814204887
2,Germany,,Heidelberg,49.4093582,8.694724,9232.885072404668
1,Germany,,Hessen,50.6118537,9.1909725,9147.15835102335
30,Germany,,Jena,50.9281717,11.5879359,9217.744890024234
25,Germany,,Jülich,50.9220931,6.3611015,8997.742583625748
21,Germany,,Karlsruhe,49.0068705,8.4034195,9255.824199967154
1,Germany,,Kassel,51.3076867,9.4624705,9096.432589476592
2,Germany,,Katlenburg-Lindau,51.6704185,10.0926728739291,9089.895624756018
46,Germany,,Kiel,54.3227085,10.135555,8853.644755512947
1,Germany,,Koblenz,50.3533278,7.5943951,9101.445636930177
3,Germany,,Kühlungsborn,54.135532,11.7544063490566,8932.297341368949
20,Germany,,Leipzig,51.3406321,12.3747329,9211.468736089877
2,Germany,,Lindenberg,53.7651998,13.0225848,9013.601413551609
1,Germany,,Magdeburg,52.1315889,11.6399609,9110.238041626511
29,Germany,,Mainz,50.0012314,8.2762513,9162.17988901646
1,Germany,,Marburg,50.8117327,8.7757742,9111.775752702779
45,Germany,,Munich,48.1371079,11.5753822,9471.645808102605
1,Germany,,Mülheim/Ruhr,51.4272925,6.8829192,8976.539934481068
1,Germany,,Müncheberg,52.5037484,14.1404688,9171.879510239374
5,Germany,,Münster,51.9501317,7.61330165026119,8962.02620180885
1,Germany,,Neubiberg,48.0769935,11.6615136,9480.796488875256
24,Germany,,Oberpfaffenhofen,48.0732582,11.2649062,9464.205150397824
4,Germany,,Offenbach am Main,50.1055002,8.7610698,9173.893826964244
92,Germany,,Potsdam,52.4009309,13.0591397,9140.589996170245
1,Germany,,Rostock,54.0924445,12.1286127,8950.28197578064
2,Germany,,Siegen,50.8749804,8.0227233,9074.047242867953
1,Germany,,Starnberg,48.0001038,11.3508972,9474.546921128433
11,Germany,,Stuttgart,48.7784485,9.1800132,9310.305882044213
7,Germany,,Tübingen,48.5236164,9.0535531,9327.494800173603
2,Germany,,Wessling,48.0739105,11.2523969,9463.60985539035
1,Germany,,Würzburg,49.79245,9.932966,9251.95139620925
2,Ghana,,Accra,5.5600141,-0.2057437,12370.959382051338
